0,NaN
0.0625,2.4293e-11
0.125,3.3462e-11
0.1875,3.9365e-11
0.25,2.6844e-11
0.3125,1.2813e-11
0.375,6.0361e-12
0.4375,3.1043e-12
0.5,2.2773e-12
0.5625,2.0334e-12
0.625,2.4116e-12
0.6875,2.0942e-12
0.75,1.5329e-12
0.8125,1.4465e-12
0.875,1.1776e-12
0.9375,1.1636e-12
1,1.2075e-12
1.0625,1.1313e-12
1.125,1.1525e-12
1.1875,1.2236e-12
1.25,1.1302e-12
1.3125,9.5829e-13
1.375,9.5192e-13
1.4375,7.9589e-13
1.5,6.8232e-13
1.5625,6.1473e-13
1.625,5.3682e-13
1.6875,6.1491e-13
1.75,7.4564e-13
1.8125,6.3819e-13
1.875,4.1662e-13
1.9375,4.5523e-13
2,4.9819e-13
2.0625,4.7017e-13
2.125,5.8073e-13
2.1875,6.6732e-13
2.25,5.6415e-13
2.3125,3.7564e-13
2.375,4.9699e-13
2.4375,4.1262e-13
2.5,3.8022e-13
2.5625,3.9253e-13
2.625,4.053e-13
2.6875,3.7969e-13
2.75,3.7354e-13
2.8125,3.3045e-13
2.875,3.3266e-13
2.9375,3.0926e-13
3,2.6171e-13
3.0625,2.1496e-13
3.125,2.4986e-13
3.1875,2.2451e-13
3.25,1.8876e-13
3.3125,1.3959e-13
3.375,1.3834e-13
3.4375,1.1799e-13
3.5,1.3873e-13
3.5625,1.2286e-13
3.625,8.8904e-14
3.6875,1.1019e-13
3.75,1.4285e-13
3.8125,1.4198e-13
3.875,8.9909e-14
3.9375,7.5868e-14
4,7.21e-14
4.0625,8.1373e-14
4.125,9.1317e-14
4.1875,8.29e-14
4.25,6.5956e-14
4.3125,7.9086e-14
4.375,9.4654e-14
4.4375,9.2799e-14
4.5,9.0977e-14
4.5625,8.5214e-14
4.625,6.4525e-14
4.6875,6.2313e-14
4.75,6.3352e-14
4.8125,6.6442e-14
4.875,6.8511e-14
4.9375,7.4221e-14
5,7.497e-14
5.0625,6.6675e-14
5.125,6.9199e-14
5.1875,6.5285e-14
5.25,6.2653e-14
5.3125,7.3511e-14
5.375,6.2711e-14
5.4375,6.9692e-14
5.5,6.4349e-14
5.5625,8.0505e-14
5.625,9.2353e-14
5.6875,7.4596e-14
5.75,6.08e-14
5.8125,6.2077e-14
5.875,6.6525e-14
5.9375,7.549e-14
6,5.783e-14
6.0625,6.0202e-14
6.125,5.4653e-14
6.1875,5.4155e-14
6.25,5.7034e-14
6.3125,4.8919e-14
6.375,3.5133e-14
6.4375,3.5746e-14
6.5,4.466e-14
6.5625,4.6254e-14
6.625,3.9858e-14
6.6875,5.1738e-14
6.75,3.5468e-14
6.8125,3.1778e-14
6.875,2.8947e-14
6.9375,3.1951e-14
7,3.2594e-14
7.0625,3.4196e-14
7.125,4.181e-14
7.1875,5.7387e-14
7.25,6.3885e-14
7.3125,5.7784e-14
7.375,4.0461e-14
7.4375,2.4593e-14
7.5,2.887e-14
7.5625,3.4278e-14
7.625,3.3809e-14
7.6875,3.326e-14
7.75,3.4568e-14
7.8125,3.4614e-14
7.875,2.8574e-14
7.9375,2.7834e-14
8,2.6973e-14
8.0625,2.9166e-14
8.125,3.3162e-14
8.1875,3.6148e-14
8.25,3.4666e-14
8.3125,2.6461e-14
8.375,2.7993e-14
8.4375,3.667e-14
8.5,3.6557e-14
8.5625,3.2008e-14
8.625,2.5783e-14
8.6875,2.2741e-14
8.75,2.3982e-14
8.8125,2.2285e-14
8.875,2.3877e-14
8.9375,2.6563e-14
9,2.2877e-14
9.0625,2.2736e-14
9.125,2.4817e-14
9.1875,2.5268e-14
9.25,2.1229e-14
9.3125,2.0823e-14
9.375,1.9857e-14
9.4375,1.9809e-14
9.5,2.1305e-14
9.5625,1.6325e-14
9.625,1.6997e-14
9.6875,1.7219e-14
9.75,1.9129e-14
9.8125,2.2322e-14
9.875,2.0454e-14
9.9375,2.1581e-14
10,2.1592e-14
10.062,2.2098e-14
10.125,1.9941e-14
10.188,1.6289e-14
10.25,1.496e-14
10.312,1.6019e-14
10.375,1.865e-14
10.438,1.5389e-14
10.5,1.8866e-14
10.562,2.0706e-14
10.625,1.5782e-14
10.688,1.561e-14
10.75,1.6533e-14
10.812,1.3134e-14
10.875,1.2547e-14
10.938,1.3665e-14
11,2.0074e-14
11.062,1.8667e-14
11.125,1.344e-14
11.188,1.501e-14
11.25,1.6185e-14
11.312,1.3505e-14
11.375,1.2117e-14
11.438,1.4046e-14
11.5,1.4215e-14
11.562,1.2713e-14
11.625,1.0255e-14
11.688,1.0705e-14
11.75,1.3676e-14
11.812,1.2636e-14
11.875,1.1747e-14
11.938,1.2616e-14
12,1.2855e-14
12.062,1.2884e-14
12.125,1.3464e-14
12.188,1.2537e-14
12.25,1.2188e-14
12.312,1.0557e-14
12.375,1.1669e-14
12.438,1.04e-14
12.5,1.0378e-14
12.562,1.1449e-14
12.625,9.6737e-15
12.688,1.0847e-14
12.75,9.6186e-15
12.812,8.0578e-15
12.875,9.8384e-15
12.938,9.6798e-15
13,1.0449e-14
13.062,1.0666e-14
13.125,1.0438e-14
13.188,9.5326e-15
13.25,9.9773e-15
13.312,1.0197e-14
13.375,8.8926e-15
13.438,8.8075e-15
13.5,1.0574e-14
13.562,8.8957e-15
13.625,7.9422e-15
13.688,8.7076e-15
13.75,7.8467e-15
13.812,8.4681e-15
13.875,7.1668e-15
13.938,6.9752e-15
14,8.165e-15
14.062,7.7915e-15
14.125,7.7462e-15
14.188,8.5461e-15
14.25,8.7086e-15
14.312,9.2366e-15
14.375,8.5727e-15
14.438,6.7892e-15
14.5,7.5166e-15
14.562,7.9357e-15
14.625,8.036e-15
14.688,8.6025e-15
14.75,7.9638e-15
14.812,6.9344e-15
14.875,5.9726e-15
14.938,6.1987e-15
15,6.1777e-15
15.062,6.2088e-15
15.125,6.1143e-15
15.188,6.2473e-15
15.25,6.1745e-15
15.312,5.9046e-15
15.375,5.6595e-15
15.438,7.5457e-15
15.5,6.695e-15
15.562,5.3719e-15
15.625,5.6104e-15
15.688,5.8204e-15
15.75,5.8209e-15
15.812,5.626e-15
15.875,6.1124e-15
15.938,5.3675e-15
16,5.8622e-15
16.062,5.2949e-15
16.125,5.5651e-15
16.188,5.6392e-15
16.25,5.481e-15
16.312,6.1573e-15
16.375,6.6056e-15
16.438,5.4063e-15
16.5,5.5144e-15
16.562,5.2405e-15
16.625,4.4441e-15
16.688,3.9095e-15
16.75,4.8208e-15
16.812,5.2256e-15
16.875,4.9746e-15
16.938,4.0518e-15
17,4.585e-15
17.062,4.9121e-15
17.125,4.919e-15
17.188,4.742e-15
17.25,4.3603e-15
17.312,4.5676e-15
17.375,4.3785e-15
