-0.9730	9080664.5000	0.0098	-0.0074	0.0220	-0.0384
-0.9710	9080703.8404	0.0103	-0.0080	0.0224	-0.0391
-0.9690	9080743.8404	0.0098	-0.0077	0.0223	-0.0384
-0.9670	9080782.1702	0.0100	-0.0076	0.0222	-0.0386
-0.9650	9080821.3404	0.0097	-0.0074	0.0220	-0.0385
-0.9630	9080868.0000	0.0099	-0.0077	0.0224	-0.0388
-0.9610	9080906.8298	0.0105	-0.0081	0.0227	-0.0396
-0.9590	9080945.3298	0.0102	-0.0080	0.0228	-0.0396
-0.9570	9080985.0000	0.0103	-0.0079	0.0227	-0.0395
-0.9550	9081023.6702	0.0112	-0.0085	0.0235	-0.0406
-0.9530	9081063.8298	0.0114	-0.0088	0.0236	-0.0414
-0.9510	9081102.5000	0.0118	-0.0088	0.0242	-0.0414
-0.9490	9081142.5000	0.0104	-0.0081	0.0232	-0.0401
-0.9470	9081181.6596	0.0106	-0.0081	0.0233	-0.0404
-0.9450	9081227.8298	0.0118	-0.0089	0.0243	-0.0421
-0.9430	9081267.6702	0.0123	-0.0095	0.0247	-0.0429
-0.9410	9081307.6702	0.0121	-0.0090	0.0243	-0.0425
-0.9390	9081346.3298	0.0123	-0.0094	0.0246	-0.0428
-0.9370	9081385.4894	0.0126	-0.0098	0.0250	-0.0435
-0.9350	9081425.0000	0.0120	-0.0095	0.0250	-0.0434
-0.9330	9081464.1702	0.0132	-0.0100	0.0255	-0.0446
-0.9310	9081510.8404	0.0129	-0.0100	0.0255	-0.0447
-0.9290	9081544.0000	0.0131	-0.0102	0.0259	-0.0450
-0.9270	9081589.1702	0.0132	-0.0100	0.0258	-0.0450
-0.9250	9081629.0000	0.0129	-0.0100	0.0261	-0.0456
-0.9230	9081668.0000	0.0132	-0.0098	0.0261	-0.0458
-0.9210	9081707.1702	0.0128	-0.0098	0.0262	-0.0456
-0.9190	9081745.5106	0.0129	-0.0100	0.0263	-0.0460
-0.9170	9081792.0000	0.0131	-0.0101	0.0267	-0.0463
-0.9150	9081824.6596	0.0126	-0.0097	0.0267	-0.0466
-0.9130	9081871.3404	0.0127	-0.0098	0.0271	-0.0471
-0.9110	9081904.6809	0.0122	-0.0092	0.0270	-0.0473
-0.9090	9081950.3404	0.0120	-0.0093	0.0272	-0.0475
-0.9070	9081982.8298	0.0114	-0.0089	0.0272	-0.0472
-0.9050	9082028.8298	0.0115	-0.0091	0.0271	-0.0476
-0.9030	9082069.3404	0.0112	-0.0086	0.0273	-0.0473
-0.9010	9082109.1702	0.0108	-0.0086	0.0274	-0.0472
-0.8990	9082154.6809	0.0110	-0.0086	0.0271	-0.0475
-0.8970	9082186.8511	0.0113	-0.0086	0.0275	-0.0476
-0.8950	9082232.8511	0.0101	-0.0082	0.0270	-0.0471
-0.8930	9082265.8511	0.0099	-0.0080	0.0270	-0.0472
-0.8910	9082311.3404	0.0102	-0.0082	0.0272	-0.0474
-0.8890	9082344.1702	0.0104	-0.0084	0.0270	-0.0473
-0.8870	9082389.8298	0.0100	-0.0081	0.0268	-0.0464
-0.8850	9082435.6809	0.0101	-0.0081	0.0271	-0.0474
-0.8830	9082468.3404	0.0103	-0.0082	0.0270	-0.0468
-0.8810	9082515.0000	0.0102	-0.0080	0.0268	-0.0468
-0.8790	9082548.5106	0.0101	-0.0081	0.0261	-0.0458
-0.8770	9082593.8298	0.0102	-0.0084	0.0262	-0.0460
-0.8750	9082626.1702	0.0105	-0.0081	0.0263	-0.0460
-0.8730	9082673.1702	0.0104	-0.0082	0.0266	-0.0462
-0.8710	9082712.0000	0.0107	-0.0087	0.0267	-0.0462
-0.8690	9082751.8298	0.0105	-0.0083	0.0261	-0.0458
-0.8670	9082796.8298	0.0102	-0.0083	0.0261	-0.0455
-0.8650	9082829.3404	0.0107	-0.0086	0.0262	-0.0459
-0.8630	9082876.6809	0.0106	-0.0082	0.0263	-0.0458
-0.8610	9082909.0000	0.0105	-0.0083	0.0262	-0.0454
-0.8590	9082955.6383	0.0104	-0.0080	0.0260	-0.0457
-0.8570	9082995.3404	0.0102	-0.0080	0.0263	-0.0458
-0.8550	9083034.8298	0.0104	-0.0081	0.0259	-0.0459
-0.8530	9083074.3191	0.0101	-0.0081	0.0261	-0.0459
-0.8510	9083114.8298	0.0100	-0.0081	0.0264	-0.0460
-0.8490	9083159.6596	0.0101	-0.0082	0.0265	-0.0460
-0.8470	9083192.8298	0.0097	-0.0079	0.0264	-0.0460
-0.8450	9083237.3404	0.0100	-0.0077	0.0266	-0.0463
-0.8430	9083269.8298	0.0099	-0.0080	0.0263	-0.0462
-0.8410	9083315.6809	0.0099	-0.0076	0.0267	-0.0467
-0.8390	9083354.8511	0.0100	-0.0077	0.0266	-0.0469
-0.8370	9083394.3191	0.0097	-0.0076	0.0271	-0.0469
-0.8350	9083434.8298	0.0097	-0.0076	0.0270	-0.0474
-0.8330	9083474.3191	0.0097	-0.0074	0.0272	-0.0476
-0.8310	9083519.1489	0.0092	-0.0072	0.0274	-0.0475
-0.8290	9083552.0000	0.0094	-0.0073	0.0274	-0.0476
-0.8270	9083598.3191	0.0093	-0.0075	0.0278	-0.0481
-0.8250	9083638.0000	0.0091	-0.0069	0.0278	-0.0484
-0.8230	9083677.3191	0.0084	-0.0070	0.0280	-0.0490
-0.8210	9083717.0000	0.0087	-0.0071	0.0287	-0.0499
-0.8190	9083757.3404	0.0081	-0.0068	0.0284	-0.0504
-0.8170	9083796.1489	0.0081	-0.0069	0.0296	-0.0517
-0.8150	9083835.3298	0.0083	-0.0069	0.0289	-0.0503
